from_planet,to_planet
Somov Rit,Womrik
Somov Rit,Lahsbane
Somov Rit,Leritor
Sorjus,Cybloc
Sorjus,Nim Drovis
Sorjus,Nam Chorios
Sorjus,Antemeridias
Sorrus,Hynah
Sorrus,Simpla
Sorrus,Junction
Soullex,Eol Sha
Soullex,Gulma
Soullex,Oricon
Soullex,Tantive
Soun,Roxuli
Soun,Mendicat
Soun,Hijo
Soun,Metellos
Spefik,Gibbela
Spefik,Moltok
Spefik,Isiring
Spefik,Draria
Spice Terminus,Reuss
Spice Terminus,E. Pica
Spice Terminus,Pantora
Spice Terminus,Bahalian
Spintir,Feldwes
Spintir,Pygorix
Spintir,Karsten's World
Spira,Foerost
Spira,Jerrilek
Spira,Ruan
Spirador,Bresnia
Spirador,Masterra
Spirador,Bothawui
Spirador,Nexus Ortai
Spirana,Genon
Spirana,Ronyards
Spirana,Perithal VI
Spirana,Perithal
Spirana,Rhommamool
Sposia,Jamiron
Sposia,Rentor
Sposia,Naporar
Sriluur,Vaathkree
Sriluur,Af'El
Sriluur,Terman
Stalsinek,Jodaka
Stalsinek,Nantuker
Stalsinek,Talcharaim
Stalsinek,Andalia
StarForge Nebula,Echnos
StarForge Nebula,Eiattu
StarForge Nebula,Indupar
StarForge Nebula,Sullust
Starswarm Cluster,Kuar
Starswarm Cluster,Iore
Starswarm Cluster,Empress Teta
Starswarm Cluster,Ruan
Stassia,Foerost
Stassia,Metellos
Stassia,Ruan
Station 88,Dorin
Station 88,Myomar
Station 88,Vicondor
Station 88,Dankayo
Steelious,Belgaroth
Steelious,Abregado-rae
Steelious,Dentaal
Steelious,Kelada
Stend,Ninzan
Stend,Kaliida Shoals
Stend,Trigalis
Stend,Farstine
Stenos,Kodai
Stenos,Elom
Stenos,Spintir
Stenos,Korriban
Stenos,Thanium
Stobar,Lohopa
Stobar,Tregillis
Stobar,Droecil
Stobar,Sukkult
Suarbi,Svivren
Suarbi,E. Pica
Suarbi,Pantora
Suarbi,Bahalian
Subterrel,Polis Massa
Subterrel,Shiva
Subterrel,Orax
Subterrel,Rutan
Sukkult,Yag'Dhul
Sukkult,Renillis
Sukkult,Harrin
Sukkult,Wroona
Suliana,Jalarren
Suliana,Shoon
Suliana,Osmani
Suliana,Ossel
Sullust,Cmaoli Di
Sullust,Ord Ibanna
Sullust,Bortras
Sullust,Eriadu
Sump,Absit
Sump,Virgillia
Sump,Keskin
Sump,Shuldene
Surcasis,Geris
Surcasis,Tierfon
Surcasis,Thustra
Surcasis,Paonid
Surron,Altier
Surron,Mek va Uil
Surron,Cyrillia
Surron,Tlactehon
Svivren,Meryx Minor
Svivren,Suarbi
Svivren,Andelm IV
Svivren,Bahalian
Svolten,Nfolgai
Svolten,Bhargebba
Svolten,Ch'hodos
Svolten,Bosthirda
Swellen,Skor
Swellen,Elrood
Swellen,Askaj
Swellen,Tosste
Sy Myrth,Jomark
Sy Myrth,Handooine
Sy Myrth,Kile
Symbia,Keeara Major
Symbia,Kuar
Symbia,Empress Teta
Symbia,Ruan
Syned,Phaegon_III
Syned,Azzameen Station
Syned,Sanrafsix
Syned,Omwat
Syngia,Florrum
Syngia,Sembla
Syngia,Yutusk
Syvris,Dubrava
Syvris,Arami
Syvris,Unagin
T'surr,Emberlene
T'surr,Attahox
T'surr,Scardia
T'surr,Zaloriis
Taanab,Carcel
Taanab,Pengalan
Taanab,Dalcretti
Taanab,Roqoo Depot
Taanab,Sermeria
Taboon,Ambria
Taboon,Ithull
Taboon,Merson
Takodana,Petabys Station
Takodana,Tashtor Seneca
Takodana,Chalcedon
Tal Nami,Ilos
Tal Nami,Alee
Tal Nami,Ilos Minor
Tala,Sochi
Tala,Berri
Tala,Kloper
Tala,Chazwa
Talasea,Darek
Talasea,Cato Neimoidia
Talasea,Lankashiir
Talasea,Hensara
Talay,Goroth
Talay,Algarian
Talay,Milarian
Talcene,Euceron
Talcene,Orleon
Talcene,Salvara
Talcharaim,Farnica
Talcharaim,Sivoria
Talcharaim,Lalmy'ash
Talcharaim,Andalia
Talhovi,K'ath
Talhovi,Thull's Vault
Talhovi,Little Talhovi
Talhovi,Q'mara
Taloraan,Kayri
Taloraan,Aruza
Taloraan,Lequabis
Taloraan,Chalcedon
Talravin,Pria
Talravin,Sarapin
Talravin,Trantor
Tamban,J't'p'tan
Tamban,Aradia
Tamban,Galantos
Tamban,Metellos
Tammar,Af'El
Tammar,Yoribuunt
Tammar,Sriluur
Tammuz-an,Shola
Tammuz-an,Shiffrin
Tammuz-an,Gamorr
Tandankin,Thanium
Tandankin,Mossak
Tandankin,Felucia
Tandun,Toprawa
Tandun,Pho Ph'eah
Tandun,Serenno
Tandun,Simpla
Tangrene,Edusa
Tangrene,Vandyne
Tangrene,Camden
Tangrene,Simpla
Tanjay,Coruscant
Tanjay,Metellos
Tanjay,Weerden
Tantive,Telos
Tantive,Doniphon
Tantive,Listehol
Tar Mordren,Bomis Koori
Tar Mordren,Copperline
Tar Mordren,Calonica
Tar Mordren,Pendari
Tarabba,Dagobah
Tarabba,Elrood
Tarabba,Utapau
Tarabba,Denab
Taral V,Poseidenna
Taral V,Kamdon
Taral V,Sanctuary
Taral V,Minntooine
Targon,Maldra
Targon,Pluthan
Targon,Baros
Targon,Pammant
Tarhassan,Trammen
Tarhassan,Mimban
Tarhassan,Chanosant
Taris,G'wenee
Taris,Denova
Taris,Vulta
Taris,Skorrupon
Tarmidia,Iktotchon
Tarmidia,Tlactehon
Tarmidia,Allanteen
Tarnoonga,Vactooine
Tarnoonga,Cirus
Tarnoonga,Khubeaie
Tarnoonga,Cranan
Taroon,Cotellier
Taroon,Andelm IV
Taroon,Ma'ar Shaddam
Taroon,Denab
Tarsa,Yhifar
Tarsa,Selenius
Tarsa,Ogem
Tarsa,Q'mara
Tarsunt,Mandel
Tarsunt,Torolis
Tarsunt,Moonus
Tasariq,Jandur
Tasariq,Walalla
Tasariq,Donadus
Tasariq,New Balosar
Tashtor Seneca,Petabys Station
Tashtor Seneca,Takodana
Tashtor Seneca,Chalcedon
Taskeed,Jabiim
Taskeed,Dennogra
Taskeed,Komnor
Taskeed,Sy Myrth
Taspir,Dolis
Taspir,Ord Thoden
Taspir,Vexta
Taspir,Draria
Tatooine,Utaruun
Tatooine,Geonosis
Tatooine,Andooweel
Tatooine,Obana
Tatooine,Ooo-temiuk
Tauber,Renillis
Tauber,Thyferra
Tauber,Mechis III
Tauber,Yag'Dhul
Taul,Darlyn Boda
Taul,Ozu
Taul,Orn Kios
Taul,Hoth
Teardrop,Shelkonwa
Teardrop,Jatir
Teardrop,Corann
Teardrop,Delle
Tekurr'k,Antiquity
Tekurr'k,Port Evokk
Tekurr'k,Jalarren
Tekurr'k,Ossel
Telerath,Comkin V
Telerath,Kroctar
Telerath,Nouane
Telkur Station,Chosper
Telkur Station,Sennex
Telkur Station,Andalia
Telos,Doniphon
Telos,Jelucan
Telos,Tantive
Telos IV,Praadost II
Telti,Manress
Telti,Pavo Prime
Telti,H'ratth
Telti,Andalia
Tenara,Maridun
Tenara,The Cometwash
Tenara,Korphir
Tepasi,Skako
Tepasi,Corann
Tepasi,Brentaal
Tepasi,Korfo
Terephon,Rynmar
Terephon,Rainboh
Terephon,Zalori
Terephon,Orelon
Terman,Lant
Terman,Sriluur
Terman,Ques
Terminus,Polis Massa
Terminus,Delrakkin
Terminus,Rutan
Terminus,Imynusoph
Terr'Skiar,Pizilis
Terr'Skiar,Rorgam
Terr'Skiar,Coachelle
Terr'skiar,Pizilis
Terr'skiar,Coachelle
Terr'skiar,Bissillirus
Terr'skiar,New Apsolon
Terrijo,Parcelus Minor
Terrijo,Cyrillia
Terrijo,Sarko
Terrijo,Gyndine
Tertiary Feswe,Denarii Station
Tertiary Feswe,Feswe Minor
Tertiary Feswe,Feswe Corridor
Tertiary Feswe,Junction
Tertiary Feswe,Selitan
Tertiary Kesmere,Lah'mu
Tertiary Kesmere,Shusugaunt
Tertiary Kesmere,Kesmere Minor
Tertiary Kesmere,Corsin
Teth,Outland Transit
Teth,Lirra
Teth,Rampa Minor
Teth,Glottal
Teyr Vulvarch,Tomo-Reth
Teyr Vulvarch,Bassadro
Teyr Vulvarch,Foless
Teyr Vulvarch,Bestine
Thaere,Bacrana
Thaere,New Cov
Thaere,Milagro
Thakwaa,Absit
Thakwaa,Virgillia
Thakwaa,Sump
Thakwaa,Shuldene
Thanium,Barseg
Thanium,Felucia
Thanium,Stenos
Thanium,Lianna
Thape,Blenjeel
Thape,Mon Gazza
Thape,Ando
Thassia,Praadost
Thassia,Kirtania
Thassia,Carosi
Thassia,Tantive
The Cometwash,Tenara
The Cometwash,Usta
The Cometwash,Korphir
The Godsheart,Saqqar
The Godsheart,M'Hanna
The Godsheart,Sakifwanna
The Godsheart,Zisia
The Maw,Rnda
The Maw,Zerm
The Maw,Kessel
The Red Twins,Sinton
The Red Twins,Gilatter
The Red Twins,Ankus
The Red Twins,Dankayo
The Redoubt,Murgo
The Redoubt,Geroon
The Redoubt,Utegetu Nebula
The Redoubt,Metellos
The Ring,Mexeluine
The Ring,Gerrenthum
The Ring,Council
The Wheel,Antemeridias
The Wheel,Abhean
The Wheel,Centares
Thearterra,Ool
Thearterra,Avidich
Thearterra,Shihon
Thebeon,Thracior
Thebeon,Steelious
Thebeon,Gerrard
Thebeon,Kelada
Thermon,Dioll
Thermon,Valorsi
Thermon,Kardura
Thermon,Q'mara
Theselon,Millinar
Theselon,Baldavia
Theselon,Gallinore
Theselon,Orelon
Thesme,Celanon
Thesme,Nez Peron
Thesme,Junction
Thila,Ferro
Thila,Mirial
Thila,Jelucan
Thila,Tantive
Thisspias,Jendorn
Thisspias,Alpheridies
Thisspias,Gravan Seven
Thoadeye,Columus
Thoadeye,Lolnar
Thoadeye,Perma
Thokos,Alsakan
Thokos,Thorgeld
Thokos,Tanjay
Thokosia,Daalang
Thokosia,Shador
Thoksia,Chokan
Thoksia,Makeb
Thoksia,Shador
Tholatin,Trandosha
Tholatin,Kashyyyk
Tholatin,Mytaranor
Thomork,Crystan
Thomork,Khomm
Thomork,Botor
Thomork,Belazura
ThonBoka,Renatasia
ThonBoka,Hosrel
ThonBoka,Trammis
ThonBoka,Drualkiin
Thonner,Maya Kovel
Thonner,Ovise
Thonner,Qina
Thoran,Krant
Thoran,Kothlis
Thoran,Zygia
Thorgeld,Alsakan
Thorgeld,Velusia
Thorgeld,Thokos
Thosa,Gigor
Thosa,Lur
Thosa,Lafra
Thosa,Nicht Ka
Thracior,Botor
Thracior,Gerrard
Thracior,Daupherm
Thracior,Bryexx
Thrakia,Harterra
Thrakia,Jovaria
Thrakia,Lemmi
Thrakia,Orelon
Thrantin,Batorine
Thrantin,Reecee
Thrantin,Xa Fel
Thrantin,Metellos
Thule,Odacer-Faustin
Thule,Kalsunor
Thule,Nicht Ka
Thull's Vault,Talhovi
Thull's Vault,Arporatal-Lanin
Thull's Vault,K'ath
Thull's Vault,Q'mara
Thustra,Aquaris
Thustra,Surcasis
Thustra,Geris
Thustra,Obroa-skai
Thyferra,Norah
Thyferra,Mechis III
Thyferra,Tauber
Tibrin,Asmeru
Tibrin,Asmeru Anomaly
Tibrin,Angratha
Tibrin,Ossel
Tibro,Kloper
Tibro,Manwess
Tibro,Corroth
Tibro,Kattada
Tieos,Koiogra
Tieos,Molavar
Tierfon,Surcasis
Tierfon,Geris
Tierfon,Jendorn
Tierfon,Paonid
Timora,Ast Kikorie
Timora,Firrerre
Timora,Bakura
Timora,Sanyassa
Tinallis,Kimm Cresh
Tinallis,Kimm Besh
Tinallis,Loovria
Tinallis,Q'mara
Tinnel,Duro
Tinnel,Nubia
Tinnel,Exodeen
Tinnel IV,Loronar
Tinoon,Delphon
Tinoon,Mev
Tinoon,Polmanar
Tinta,Tumani
Tinta,Carlania
Tinta,Rbollea
Tinta,Orelon
Tion,Kaon
Tion,Endregaad
Tion,Rudrig
Tion,Pakuuni
Tion,Gbu
Tion,Raxus
Tirahnn,Colla IV
Tirahnn,Asrat
Tirahnn,Filordis
Tirahnn,Dalcretti
Tirsa,Maryo
Tirsa,Jerrist
Tirsa,Media
Tirsa,Syngia
Tisht,Poytta
Tisht,Ylesia
Tisht,M'Hanna
Tisht,Lirra
Tiss'sharl,Ruuria
Tiss'sharl,Peragus II
Tiss'sharl,Thosa
Tiss'sharl,Tantive
Tlactehon,Tynna
Tlactehon,Tarmidia
Tlactehon,Allanteen
Tlactehon,Rhommamool
Togominda,Isde Naha
Togominda,Ozu
Togominda,Bettel
Togominda,Anantapar
Togominda,Berrol's Donn
Togoria,Avenelle
Togoria,Phaseera
Togoria,Charros
Togoria,Uyter
Tokmia,Isis
Tokmia,Burnin Konn
Tokmia,Allyuen
Tokmia,Anantapar
Tol Amn,Toydaria
Tol Amn,Jilrua
Tol Amn,Runaway Prince
Tomo-Reth,Norah
Tomo-Reth,Teyr Vulvarch
Tomo-Reth,Bestine
Toola,Emmer
Toola,Quermia
Toola,Cholganna
Toola,Makem Te
Toong'l,Chiron
Toong'l,Gand
Toong'l,Garel
Toong'l,Minntooine
Toprawa,Serenno
Toprawa,Hynah
Toprawa,Simpla
Torn Station,Tholatin
Torn Station,Kashyyyk
Torn Station,Quas Killam
Torolis,Moonus
Torolis,Tarsunt
Torolis,Dressel
Torque,Trinovat
Torque,Yavin
Torque,<unknown_p6>
Torque,Jovan
Tosste,Besberra
Tosste,Mustafar
Tosste,Atravis
Tosste,Rutan
Tothis,R'alla
Tothis,Kir
Tothis,Bonadan
Tothis,Makem Te
Tovarskl,Kalee
Tovarskl,Parshoone
Tovarskl,Huk
Toydaria,Runaway Prince
Toydaria,Kleeva
Toydaria,Tol Amn
Trammen,Chanosant
Trammen,Tarhassan
Trammen,Belasco
Trammis,Hosrel
Trammis,Antipose
Trammis,Falko
Trammis,Drualkiin
Trancret,Gromas
Trancret,Indu San
Trancret,Gala
Trandosha,Tholatin
Trandosha,Rakhuuun
Trandosha,Kashyyyk
Transel,Teyr Vulvarch
Transel,Vanik
Transel,Bassadro
Transel,Bestine
Tranthellix,Varadan
Tranthellix,Osmani
Tranthellix,Usnia
Tranthellix,Q'mara
Trantor,Talravin
Trantor,Raxxa
Trantor,Fedalle
Trasse,Sarka
Trasse,Orleon
Trasse,Roche
Trassitan,Veragi
Trassitan,Plooma
Trassitan,Plesstil
Trassitan,Celanon
Tregillis,Wroona
Tregillis,Droecil
Tregillis,Stobar
Tregillis,Calus
Tregillis,Vandelhelm
Trellen,Pria
Trellen,Sarapin
Trellen,Humbarine
Trellen,Mawan
Trenwyth,Maya Kovel
Trenwyth,Thonner
Trenwyth,Abbaji
Trevi,Crait
Trevi,Verdanth
Trevi,Old Mankoo
Trevi,Alui
Trevura,Yn
Trevura,Dulin
Trevura,Pa Tho
Trevura,New Balosar
Trian,Lo'Uran
Trian,Pypin
Trian,Ekibo
Trian,Nicht Ka
Triewahl,Draria
Triewahl,Adin
Triewahl,Corsin
Triffis,Kalarba
Triffis,Indobok
Triffis,Bannistar Station
Trigalis,Ninzan
Trigalis,Stend
Trigalis,Kaliida Shoals
Trigalis,Farstine
Trindello,Din Pulsar
Trindello,Murk
Trindello,UR-8827
Trindello,Endor
Trindello,Zorbia
Trindello,Ovise
Trindello,Qina
Trinovat,Durgen's Star
Trinovat,Near Indosa
Trinovat,Torque
Triton,Praesitlyn
Triton,Clak'dor
Triton,Sluis Van
Trogan,Jomark
Trogan,Belderone
Trogan,Budpock
Troiken,Nathema
Troiken,Emmer
Troiken,Vaynai
Troiken,Makem Te
Troos,Chenowei
Troos,Atorra
Troos,Elamposnia
Troos,B'trilla
Troska,Aeten
Troska,Comra
Troska,Cirrus
Troska,Nessem
Trunska,Phu
Trunska,Candoria
Trunska,Bardotta
Trunska,Bestine
Truuine,Gyndine
Truuine,Reytha
Truuine,Antar
Tshindral,Indupar
Tshindral,Medth
Tshindral,Sullust
Tsoss Beacon,Galactic Center
Tsoss Beacon,Tython
Tsoss Beacon,Keeara Major
Tsoss Beacon,Ruan
Tsyk,Syvris
Tsyk,Aylayl
Tsyk,Unagin
Tumani,Tinta
Tumani,Ediorung
Tumani,Carlania
Tumani,Orelon
Tund,Antipose
Tund,Paulking
Tund,Douglas
Tund,Drualkiin
Turkana,Refnar
Turkana,Shaylin
Turkana,Munto Codru
Twith,Voom
Twith,Farrfin
Twith,Thokos
Twith,Pantolomin
Tyed Kant,Glithnos
Tyed Kant,Alderaan
Tyed Kant,Parkis
Tyluun,Malador
Tyluun,Vulcar
Tyluun,Resti Kel
Tyluun,Q'mara
Tynna,Allanteen
Tynna,Pamorjal
Tynna,Tlactehon
Tythe,Nelvaan
Tythe,Scarif
Tythe,Christophsis
Tython,Empress Teta
Tython,Keeara Major
Tython,Symbia
Tython,Ruan
Tyus Cluster,Demos
Tyus Cluster,Opiteihr
Tyus Cluster,Pax
UR-1060,UR-8827
UR-1060,UR-2650
UR-1060,Zorbia
UR-2650,UR-1060
UR-2650,UR-8827
UR-2650,UR-9353
UR-2650,Zorbia
UR-3741,Endor
UR-3741,Ast Kikorie
UR-3741,Zorbia
UR-8827,UR-1060
UR-8827,UR-9353
UR-8827,UR-2650
UR-8827,Trindello
UR-9353,UR-2650
UR-9353,Vex
UR-9353,UR-8827
UR-9353,Trindello
Uaua,Falko
Uaua,Dilonexa
Uaua,Trammis
Uaua,Sriluur
Uba,Dalron
Uba,Cirrus
Uba,Iridonia
Uba,Nessem
Ubrikkia,Durkteel
Ubrikkia,Blimph
Ubrikkia,Yitabo
Ukatis,Calus
Ukatis,Quesaya
Ukatis,Epica
Ukio,Kamino
Ukio,Varristad
Ukio,Molavar
Ukio,Rishi
Ulda Frav,Dica
Ulda Frav,Erai
Ulda Frav,Artesia
Ulda Frav,Zaloriis
Ulicia,Abo Dreth
Ulicia,Brosl
Ulicia,Atchorb
Ulicia,Makem Te
Ulmatra,Rnda
Ulmatra,Kafane
Ulmatra,Zisia
Ulmatra,Sleheyron
Ulmatra,Zerm
Ultaar,Zchtek
Ultaar,Bryx
Ultaar,Ingo
Ultaar,Euceron
Umbara,Ithull
Umbara,Ambria
Umbara,Virujansi
Umbara,Quas Killam
Umgul,Nuralee
Umgul,Old Mankoo
Umgul,Demos
Umgul,ZeHeth
Umthyg,Dasoor
Umthyg,Arporatal-Lanin
Umthyg,Farstone
Umthyg,Q'mara
Unagin,Syvris
Unagin,Tsyk
Unagin,Arami
Uogo'cor,Deysun
Uogo'cor,Drogheda
Uogo'cor,Tol Amn
Uogo'cor,Lexrul
Uogo'cor,Nanth'ri
Uphrades,Dagary Minor
Uphrades,Ejolus
Uphrades,Jazbina
Uphrades,Draria
Uquine,Resht
Uquine,Xobome
Uquine,Kattada
Uquine,Commenor
Urce,Ithor
Urce,Ebra
Urce,Entuur
Urce,Draria
Urdur,Ammuud
Urdur,Oslumpex
Urdur,Pondut Station
Urdur,Makem Te
Usk,Elgit
Usk,Sakifwanna
Usk,Moralan
Usk,Zisia
Usnia,Tranthellix
Usnia,Bator Bai
Usnia,Doreen
Usnia,Q'mara
Usta,Kalishik
Usta,Barison
Usta,The Cometwash
Ut,Hapes
Ut,Jovaria
Ut,Harterra
Ut,Orelon
Utapau,Skustell Cluster
Utapau,Dagobah
Utapau,Tarabba
Utapau,Denab
Utaruun,Vuzsa
Utaruun,Andooweel
Utaruun,Austan
Utaruun,Tatooine
Utegetu Nebula,The Redoubt
Utegetu Nebula,Geroon
Utegetu Nebula,Celdaru
Utegetu Nebula,Metellos
Utrost,Thokos
Utrost,Coruscant
Utrost,Alsakan
Uviuy Exen,Dankayo
Uviuy Exen,Nierport
Uviuy Exen,Wakeelmui
Uyter,Nazzri
Uyter,Togoria
Uyter,Kashyyyk
Uyter,Phaseera
Uyter,Avenelle
Vaal,Vallusk Cluster
Vaal,Glade
Vaal,Yavin
Vaal,Jovan
Vaathkree,Af'El
Vaathkree,Terman
Vaathkree,Sriluur
Vaced,Mondress
Vaced,Dorin
Vaced,Glee Anselm
Vaced,Dankayo
Vactooine,Tarnoonga
Vactooine,Gedi
Vactooine,Cranan
Vakkar,Palanhi
Vakkar,Carratos
Vakkar,Sif-Uwana
Vakkar,Metellos
Vaklin,Dargulli
Vaklin,Heptalia
Vaklin,Borao
Vaklin,Baroli
Valc,Parshoone
Valc,Brodo Asogi
Valc,Cantras Gola
Valc,Nessem
Valgauth,Donovia
Valgauth,Illoud
Valgauth,Nazzri
Vallusk Cluster,Bronsoon
Vallusk Cluster,Gulvitch
Vallusk Cluster,Arkuda
Vallusk Cluster,Jovan
Valorsi,Zyluria
Valorsi,Thermon
Valorsi,Carsanza
Valorsi,Q'mara
Valrar,Fornax
Valrar,Iridonia
Valrar,Baltizaar
Valrar,Drearia
Vandelhelm,Tregillis
Vandelhelm,Ord Vaug
Vandelhelm,Jurzan
Vandelhelm,Woostri
Vandyne,Nez Peron
Vandyne,Camden
Vandyne,Edusa
Vandyne,Sorrus
Vanik,Ghorman
Vanik,Kiffu
Vanik,Transel
Vanik,Bestine
Vanik,Thyferra
Vanjervalis,Herzob
Vanjervalis,Boudolayz
Vanjervalis,Exodeen
Vanqor,Bandomeer
Vanqor,Gargon
Vanqor,Harloen
Vanqor,Botajef
Varadan,Osmani
Varadan,Tranthellix
Varadan,Kamur
Varadan,Q'mara
Varl,Sakiduba
Varl,Cyax
Varl,Sakidopa
Varl,Nar Bo Sholla
Varonat,Indellian
Varonat,Bespin
Varonat,Bendeluum
Varristad,Kamino
Varristad,Molavar
Varristad,Ukio
Varvrona,Bescane
Varvrona,Dolis
Varvrona,Jaemus
Varvrona,Draria
Vasch,Gorno
Vasch,Mika
Vasch,Sirpar
Vasha,UR-9353
Vasha,Vex
Vasha,Maya Kovel
Vassek,Ryoone
Vassek,Bastooine
Vassek,Coveway
Vassek,Riflor
Vaykaaris,Korbin
Vaykaaris,Phu
Vaykaaris,Zenox Cluster
Vaykaaris,Bestine
Vaynai,Rekkiad
Vaynai,Malachor
Vaynai,Nathema
Vaynai,Makem Te
Velabri,Lamaredd
Velabri,Smuggler's Run
Velabri,Wrea
Velabri,Sirpar
Velga,Pieldi
Velga,Dramassia
Velga,Q'mara
Velmor,Azure
Velmor,Garos
Velmor,Kromus
Velmor,Rearqu Cluster
Velusia,Thorgeld
Velusia,Galvoni
Velusia,Thokos
Vena,Valgauth
Vena,Porus Vida
Vena,Nazzri
Venaari,Alpheridies
Venaari,Kiva
Venaari,Katarr
Venaari,Von-Alai
Vendaxa,Selsor
Vendaxa,Milagro
Vendaxa,Gamor
Venestria,Ord Sedra
Venestria,Kwevron
Venestria,Cezith
Venestria,Draria
Venjagga,Denevar
Venjagga,Borleias
Venjagga,Ord Mirit
Venjagga,Metellos
Ventooine,Bosph
Ventooine,Oricon
Ventooine,Doniphon
Ventooine,Tantive
Veragi,Trassitan
Veragi,Plooma
Veragi,Plesstil
Veragi,Sorrus
Verdanth,Crait
Verdanth,Arbra
Verdanth,Trevi
Verdanth,Alui
Vergesso,Bajic
Vergesso,Daan/Melida
Vergesso,Bahalian
Vergill,Modus
Vergill,Charubah
Vergill,Maires
Vergill,Andalia
Vernet,Aguarl
Vernet,Pamorjal
Vernet,Baroli
Veron,Cyimarra
Veron,Presteen
Veron,New Cylimba
Veron,Ossel
Vestar,Corva Yag
Vestar,Ma'ar Shaddam
Vestar,Cotellier
Vestar,Denab
Vex,Vasha
Vex,UR-9353
Vex,UR-8827
Vex,Trindello
Vexta,Delephr
Vexta,Ord Thoden
Vexta,Taspir
Vicondor,Station 88
Vicondor,Dorin
Vicondor,Myomar
Vicondor,Dankayo
Vicondor,Iridonia
Vindalia,Cilpar
Vindalia,Diamal
Vindalia,Giju
Vindalia,Kelada
Vinsoth,Abafar
Vinsoth,Salin
Vinsoth,Axxila
Vinsoth,Botajef
Virgillia,Lipsec
Virgillia,Sump
Virgillia,Thakwaa
Virgillia,Shuldene
Virujansi,Merson
Virujansi,Celegia
Virujansi,Umbara
Virujansi,Zeltros
Vjun,Indu San
Vjun,Lucazec
Vjun,Gala
Vladet,Chorax
Vladet,Cato Neimoidia
Vladet,Hensara
Vogel,Lanthe
Vogel,Vondarc
Vogel,Opiteihr
Vohai,Suarbi
Vohai,Ord Grovner
Vohai,E. Pica
Vohai,Bahalian
Void Station,Mandel
Void Station,Moonus
Void Station,Bothawui
Void Station,Dohlban
Voktunma,Samaria
Voktunma,Bellassa
Voktunma,Jaciprus
Voktunma,Exodeen
Voltare,Aphran
Voltare,Carratos
Voltare,Dankayo
Voltare,Meastrinnar
Von-Alai,Cartao
Von-Alai,Katarr
Von-Alai,Contruum
Vondarc,Vogel
Vondarc,Kath
Vondarc,Lanthe
Vondarc,Opiteihr
Vondarc,Medth
Vontor,Klatooine
Vontor,Ques
Vontor,Nimia
Voom,Hyabb
Voom,Pantolomin
Voom,Twith
Voorsbain,Jalarren
Voorsbain,Anturus
Voorsbain,Atron
Voorsbain,Ossel
Vor Deo,Khubeaie
Vor Deo,Gedi
Vor Deo,Obana
Vorsia,Corvanni IV
Vorsia,Manwess
Vorsia,Korev VII
Vorsia,Uquine
Vortex,Nentan
Vortex,Vicondor
Vortex,Station 88
Vortex,Dankayo
Vorzyd,Lola Sayu
Vorzyd,Karsten's World
Vorzyd,Kodai
Vorzyd,Spintir
Voss,Jaminere
Voss,Amarin
Voss,Cadinth
Vuchelle,Fest
Vuchelle,Iridium
Vuchelle,Fedje
Vuchelle,Draria
Vulcar,Tyluun
Vulcar,Tinallis
Vulcar,Kimm Cresh
Vulcar,Q'mara
Vulpter,Besero
Vulpter,Primus Goluud
Vulpter,Broest
Vulta,Serroco
Vulta,Cathar
Vulta,Wayland
Vulta,Skorrupon
Vultar,Kailor
Vultar,Basilisk
Vultar,Wukkar
Vuma,Dremulae
Vuma,Cambria
Vuma,Aton
Vurdon Ka,Adari
Vurdon Ka,Hijarna
Vurdon Ka,Joiol
Vuzsa,Ooo-temiuk
Vuzsa,Geonosis
Vuzsa,Tatooine
Vuzsa,Piroket
Vuzsa,Milarian
Vykos,Malestrom Nebula
Vykos,Ord Trasi
Vykos,Ord Biniir
Vykos,Draria
Wakeelmui,Nara
Wakeelmui,Dankayo
Wakeelmui,Challon
Wakeelmui,Uviuy Exen
Wakeelmui,Brentaal
Walalla,Donadus
Walalla,Mindabaal
Walalla,Tasariq
Walalla,New Balosar
Walinor,Nessem
Walinor,Jestan
Walinor,Kidriff
Wann Tsir,Sepan
Wann Tsir,Mek va Uil
Wann Tsir,Yutan
Wann Tsir,Hoylin
Wayland,Myrkr
Wayland,Boordii
Wayland,Serroco
Wayland,Skorrupon
Weerden,Darada
Weerden,Tanjay
Weerden,Metellos
Weerden,Galvoni
Wetyin's Colony,Betshish
Wetyin's Colony,Mannova
Wetyin's Colony,Glade
Wetyin's Colony,B'trilla
Whelori,Fennesa
Whelori,Yn
Whelori,Ophideraan
Whelori,Bestine
Wistril,Ord Canfre
Wistril,Ord Cantrell
Wistril,JanFathal
Wistril,Nessem
Wobani,Ingo
Wobani,Bryx
Wobani,Anzat
Wobani,Sy Myrth
Wodan,Cheruba
Wodan,Algnadesh
Wodan,Relephon
Wodan,Orelon
Womrik,Algarian
Womrik,Blenjeel
Womrik,Leritor
Woostri,Alakatha
Woostri,Vandelhelm
Woostri,Opiteihr
Woostri,Daemen
Worru'du,Norkronia
Worru'du,Alland
Worru'du,Metellos
Worru'du,Salliche
Wrea,Ryloth
Wrea,Gaulus
Wrea,Smuggler's Run
Wrea,Sirpar
Wroona,Moorja
Wroona,Droecil
Wroona,Sukkult
Wroona,Tregillis
Wukkar,Vultar
Wukkar,Broest
Wukkar,Kailor
Wukkar,Ixtlar
Wyndigal,Altratonne
Wyndigal,Murkhana
Wyndigal,Handooine
Wyndigal,Sy Myrth
Xa Fel,Ragoon
